artist,title,song_id,song_score,line_index,line_text,rhyme_group_id,rhyme_letter,syllable_count,syllable_bucket,internal_density
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,90,"All my verses picture perfect, only spit to serve a purpose",6,G,16,SYL_15_PLUS,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,91,"You ain't livin' what you kickin', then you worthless",2,C,12,SYL_11_12,INT_MED
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,92,Lookin' from the surface,3,D,6,SYL_0_6,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,93,It may seem like I got reason to be nervous,3,D,12,SYL_11_12,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,94,Then observe my work to see that my adversity was worth it,2,C,16,SYL_15_PLUS,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,95,"Verses autobiographical, absolutely classical",6,G,16,SYL_15_PLUS,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,96,Last thing I'm worried about is what another rapper do,1,B,15,SYL_15_PLUS,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,97,Ain't nobody hot as me,1,B,7,SYL_7_8,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,98,"Even if they rap they ass off, blast off and have outstandin' quality",6,G,18,SYL_15_PLUS,INT_MED
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,99,"Sell a lot of records, I'll respect it and salute that",2,C,14,SYL_13_14,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,100,But spittin' real life on hot beats I'm the truth at,2,C,12,SYL_11_12,INT_MED
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,101,"You kick it like me, no exaggeration necessary",6,G,15,SYL_15_PLUS,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,102,"Livin' revolutionary, nothin' less than legendary",6,G,16,SYL_15_PLUS,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,103,"Gangsta shit, hereditary, got it from my dad",2,C,13,SYL_13_14,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,104,Flow colder than February with extraordinary swag,3,D,16,SYL_15_PLUS,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,105,No one on the corner has swagger like us,0,A,11,SYL_11_12,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,106,"Swagger like us, swagger-swagger like us",0,A,10,SYL_9_10,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,107,No one on the corner has swagger like us,0,A,11,SYL_11_12,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,108,"Swagger like us, swagger-swagger like us",0,A,10,SYL_9_10,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,109,No one on the corner has swagger like us,0,A,11,SYL_11_12,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,110,"Swagger like us, swagger-swagger like us",0,A,10,SYL_9_10,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,111,No one on the corner has swagger like us,0,A,11,SYL_11_12,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,112,"Swagger like us, swagger-swagger like us",0,A,10,SYL_9_10,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,113,No one on the corner has swagger like us,0,A,11,SYL_11_12,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,114,"Swagger like us, swagger-swagger like us",0,A,10,SYL_9_10,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,115,No one on the corner has swagger like us,0,A,11,SYL_11_12,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,116,"Swagger like us, swagger-swagger like us on the corner has swagger like us",0,A,19,SYL_15_PLUS,INT_MED
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,117,"Swagger like us, swagger-swagger like us",0,A,10,SYL_9_10,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,118,No one on the corner has swagger like us,0,A,11,SYL_11_12,INT_NONE
JAY-Z & T.I.,Swagga Like Us,chunk1_row182,0.426946,119,"Swagger like us, swagger-swagger like us",0,A,10,SYL_9_10,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,0,Food & Liquor,0,A,3,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,1,"Yeah, my man said he wanted something real",0,A,10,SYL_9_10,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,2,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,3,"Something he could recognize, something he could feel",0,A,12,SYL_11_12,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,4,"Feel, feel, feel, feel",0,A,4,SYL_0_6,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,5,Baby girl said she was in the mood for something real,0,A,13,SYL_13_14,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,6,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,7,"Something that could make her move, something she could feel",0,A,12,SYL_11_12,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,8,"Feel, feel, feel",0,A,3,SYL_0_6,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,9,"Lust, sometimes can override trust",1,B,8,SYL_7_8,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,10,She said that's why she gave it up,0,A,8,SYL_7_8,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,11,My man said blood spilled out of everything he touched,1,B,12,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,12,"He crushed everything, he crushed",1,B,7,SYL_7_8,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,13,"Ruined everything he loved, he just wanted the rush",1,B,13,SYL_13_14,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,14,Blamed it on the times being rough,1,B,8,SYL_7_8,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,15,"Doing dirt with the devil, chasing after the dust",1,B,13,SYL_13_14,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,16,"Make a fuss if it's them, but we hush if it's us",2,C,12,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,17,"That's why, my momma said she wanted something real",0,A,12,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,18,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,19,"Something she could be proud of, something she could feel",0,A,12,SYL_11_12,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,20,"Feel, feel, feel, feel",0,A,4,SYL_0_6,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,21,She said they so used to not having nothin' real,0,A,12,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,22,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,23,"That they don't know how to act, they don't know how to feel",0,A,13,SYL_13_14,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,24,"Feel, feel, feel",0,A,3,SYL_0_6,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,25,"Life, ain't meant to come around twice",0,A,8,SYL_7_8,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,26,"Yeah, that's why I gotta get it right",0,A,9,SYL_9_10,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,27,"They said I got it honest, now I gotta give it light",0,A,14,SYL_13_14,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,28,"But sleep on it, that's why God give you night",0,A,10,SYL_9_10,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,29,"I mean, I had a dream that God gave me flight",0,A,11,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,30,"Too fly for my own good, so God gave me plight",1,B,11,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,31,If I wake up in the morning now I gotta give 'em sight,0,A,15,SYL_15_PLUS,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,32,"Make 'em see, break 'em free, ain't a G, show you right",0,A,12,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,33,The game is not to give 'em nothing real,0,A,10,SYL_9_10,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,34,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,35,"Nothing that they could use, nothing that they could feel",0,A,12,SYL_11_12,INT_DENSE
Lupe Fiasco,Real,chunk1_row963,0.553345,36,"Feel, feel, feel, feel",0,A,4,SYL_0_6,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,37,Give 'em a bunch of lies and teach 'em that it's real,0,A,12,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,38,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,39,"So that's all they'll know, that's all that they'll feel",0,A,10,SYL_9_10,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,40,"Feel, feel, feel",0,A,3,SYL_0_6,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,41,"Struggle, another sign that God love you",2,C,10,SYL_9_10,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,42,"'Cause on the low, being poor make you humble",0,A,11,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,43,Keep they names in my rhymes to try and keep 'em out of trouble,3,D,15,SYL_15_PLUS,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,44,'Cause being poor also teach you how to hustle,0,A,12,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,45,All they want is some shoes or some rims for they bubble,4,E,13,SYL_13_14,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,46,Now that I got my own I can hit 'em with a couple,3,D,14,SYL_13_14,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,47,Cuff my homies so they ain't got no reason to cuff you,2,C,14,SYL_13_14,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,48,"That's my plan, if I can on the man up above you",2,C,13,SYL_13_14,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,49,"That's why, I gotta give 'em something real",0,A,10,SYL_9_10,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,50,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,51,"Something they could recognize, something they could feel",0,A,12,SYL_11_12,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,52,"Feel, feel, feel, feel",0,A,4,SYL_0_6,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,53,To my homies on the block I gotta give 'em something real,0,A,15,SYL_15_PLUS,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,54,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,55,"Something that'll make 'em stop, something they can feel",0,A,12,SYL_11_12,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,56,"Feel, feel, feel",0,A,3,SYL_0_6,INT_MED
Lupe Fiasco,Real,chunk1_row963,0.553345,57,"Yo! FNF are real; really real, yea",4,E,8,SYL_7_8,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,58,"You know what it is, woo",4,E,6,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,59,Baby girl said she was in the mood for something real,0,A,13,SYL_13_14,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,60,"Real, real, real, real",0,A,4,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,61,Let's go,4,E,2,SYL_0_6,INT_NONE
Lupe Fiasco,Real,chunk1_row963,0.553345,62,"So real, so real, so real",0,A,6,SYL_0_6,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,0,Can I kick it?,0,A,4,SYL_0_6,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,1,Can I kick it?,0,A,4,SYL_0_6,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,2,WELL I'M GONE!,1,B,3,SYL_0_6,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,3,"Roc-A-Fella forever, Hov' for life",2,C,10,SYL_9_10,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,4,"Debut's a classic, first album, four mics",3,D,10,SYL_9_10,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,5,"Should've got a five, but niggas lack foresight",2,C,11,SYL_11_12,INT_MED
JAY-Z,44 Fours,chunk1_row1341,0.456503,6,"But I don't give a fuck, I ain't do it for the hype",3,D,13,SYL_13_14,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,7,I do it for the hustlers for the ghetto for the plight,4,E,15,SYL_15_PLUS,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,8,For the struggle for those who bubble white,2,C,10,SYL_9_10,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,9,"For fly 4X4s, roofless cars, flawless ice",2,C,10,SYL_9_10,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,10,For the pain for y'all to know what it's like,2,C,10,SYL_9_10,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,11,For every time it rains 40 days and 40 nights,3,D,10,SYL_9_10,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,12,For every promise made that never saw the light,2,C,13,SYL_13_14,INT_NONE
JAY-Z,44 Fours,chunk1_row1341,0.456503,13,"I'll get my own forty acres, give me four nights",3,D,12,SYL_11_12,INT_NONE
