song_id,artist,title,num_bars,song_score
chunk1_row82,JAY-Z,Empire State of Mind,87,0.315177
chunk1_row83,JAY-Z,Renegade,105,0.261945
chunk1_row84,The Notorious B.I.G.,Mo Money Mo Problems,88,0.340007
chunk1_row88,Lil Wayne,Mrs. Officer,95,0.374065
chunk1_row90,Lil Wayne,Weezy Baby,76,0.244277
chunk1_row93,Lil Wayne,3 Peat,56,0.267384
chunk1_row96,The Notorious B.I.G.,One More Chance / Stay With Me Remix,80,0.341556
chunk1_row97,JAY-Z,Money Cash Hoes,92,0.308754
chunk1_row98,Nas,N.Y. State of Mind,87,0.269354
chunk1_row100,JAY-Z,Allure,82,0.353100
chunk1_row101,Jadakiss,Why?,86,0.249582
chunk1_row104,Eminem,Yellow Brick Road,111,0.263259
chunk1_row105,2Pac,To Live and Die in L.A.,99,0.169384
chunk1_row106,Lil Wayne,I’m a Dboy,96,0.280123
chunk1_row109,JAY-Z,Thank You,64,0.315167
chunk1_row113,MF DOOM,Angelz,70,0.257486
chunk1_row115,Nas,Halftime,84,0.233921
chunk1_row116,Nas,The World Is Yours,89,0.312357
chunk1_row129,JAY-Z,Ignorant Shit,83,0.267090
chunk1_row130,JAY-Z,Real As It Gets,84,0.269224
chunk1_row138,JAY-Z,The Watcher 2,136,0.281576
chunk1_row140,JAY-Z,Success,62,0.271795
chunk1_row141,"Drake, Kanye West, Lil Wayne & Eminem",Forever,121,0.286488
chunk1_row142,Talib Kweli,Get By Remix,119,0.272720
chunk1_row144,Eminem,Stan,128,0.296022
chunk1_row145,Eminem,Kill You,110,0.271279
chunk1_row148,Big Pun,Still Not a Player,72,0.193045
chunk1_row154,Scarface,On My Block,59,0.279790
chunk1_row157,The Notorious B.I.G.,Whats Beef?,97,0.287266
chunk1_row158,JAY-Z,Heart of the City Aint No Love,69,0.247130
chunk1_row160,Beanie Sigel,Average Cat,138,0.295500
chunk1_row166,Lil Wayne,This Is the Carter,87,0.248586
chunk1_row167,Lupe Fiasco,Hurt Me Soul,87,0.242430
chunk1_row171,JAY-Z,Roc Boys And the Winner Is...,97,0.269307
chunk1_row173,JAY-Z,Takeover,111,0.230494
chunk1_row174,JAY-Z,The Rulers Back,73,0.305621
chunk1_row175,The Notorious B.I.G.,Gimme the Loot,97,0.248972
chunk1_row177,Lil Wayne,D.O.A.,80,0.240787
chunk1_row178,JAY-Z,Brooklyns Finest,106,0.260964
chunk1_row181,JAY-Z,Hard Knock Life Ghetto Anthem,76,0.242184
chunk1_row182,JAY-Z & T.I.,Swagga Like Us,120,0.426946
chunk1_row184,Lil Wayne,Dr. Carter,92,0.267833
chunk1_row186,Big Pun,Boomerang,70,0.247248
chunk1_row187,Lil Wayne,Georgia... Bush / Weezyz Ambitionz,134,0.249054
chunk1_row188,JAY-Z,Venus vs. Mars,60,0.329012
chunk1_row190,The Notorious B.I.G.,Big Poppa,77,0.229073
chunk1_row193,Big L,Ebonics,67,0.235868
chunk1_row194,JAY-Z,Dead Presidents II,81,0.334871
chunk1_row197,Eminem,Role Model,68,0.250044
chunk1_row198,JAY-Z,Where Im From,77,0.230256
chunk1_row204,JAY-Z,What More Can I Say,98,0.262211
chunk1_row206,Eminem,Lose Yourself,86,0.248537
chunk1_row209,Lil Wayne,I Told Yall,101,0.269511
chunk1_row212,Canibus,C Section,80,0.263094
chunk1_row213,Lil Wayne,The Rapper Eater,48,0.238097
chunk1_row216,2Pac,Changes,92,0.316775
chunk1_row217,The Notorious B.I.G.,Party and Bullshit,70,0.207669
chunk1_row218,Lil Wayne,Ice Cream,65,0.202634
chunk1_row220,Canibus,Drama A/T,102,0.246637
chunk1_row223,Lil Wayne,Wayne on Me,44,0.218903
chunk1_row225,Aesop Rock,Labor,37,0.244720
chunk1_row226,The Notorious B.I.G.,Notorious Thugs,186,0.281644
chunk1_row228,2Pac,Hail Mary,116,0.288623
chunk1_row230,Nas,Ether,104,0.255720
chunk1_row234,The Notorious B.I.G.,One More Chance,93,0.237748
chunk1_row238,Nas,Lifes a Bitch,64,0.266795
chunk1_row244,Lil Wayne,No Ceilings Pop That,70,0.268149
chunk1_row246,JAY-Z,Hello Brooklyn 2.0,85,0.297593
chunk1_row252,2Pac,California Love,82,0.221973
chunk1_row258,Lil Wayne,Go DJ,97,0.318463
chunk1_row259,2Pac,I Get Around,81,0.331035
chunk1_row260,Lil Wayne,Run This Town,54,0.204427
chunk1_row261,JAY-Z,Moment of Clarity,96,0.261258
chunk1_row262,The Notorious B.I.G.,The World Is Filled...,86,0.256806
chunk1_row265,Lil Wayne,You Ain’t Got Nuthin,110,0.218581
chunk1_row266,The Notorious B.I.G.,Dead Wrong,119,0.259702
chunk1_row267,Common,I Used to Love H.E.R.,97,0.267589
chunk1_row277,JAY-Z,Hey Papi,56,0.261370
chunk1_row280,The Notorious B.I.G.,Kick in the Door,116,0.285569
chunk1_row281,Lil Wayne,Ain’t Got Time The W. Carter Collection,56,0.296882
chunk1_row282,JAY-Z,Izzo H.O.V.A.,79,0.368677
chunk1_row283,JAY-Z,A Week Ago,115,0.275950
chunk1_row284,JAY-Z,Cant Knock the Hustle,93,0.252827
chunk1_row285,JAY-Z,Politics as Usual,49,0.272103
chunk1_row286,JAY-Z,22 Twos,57,0.225406
chunk1_row287,JAY-Z,Aint No Nigga,97,0.260341
chunk1_row288,JAY-Z,Friend or Foe,33,0.285035
chunk1_row289,JAY-Z,Coming of Age,75,0.301205
chunk1_row290,JAY-Z,Cashmere Thoughts,61,0.262946
chunk1_row291,JAY-Z,Bring It On,110,0.248342
chunk1_row292,JAY-Z,Regrets,89,0.283627
chunk1_row293,JAY-Z,Can I Live II,75,0.262019
chunk1_row294,JAY-Z,Cant Knock the Hustle Remix,63,0.313999
chunk1_row296,Eminem,Marshall Mathers,114,0.270428
chunk1_row297,Scarface,Guess Whos Back,84,0.267957
chunk1_row298,Ghostface Killah,The Champ,54,0.224140
chunk1_row302,2Pac,Letter 2 My Unborn,85,0.316068
chunk1_row304,Jadakiss,Welcome to D-Block,87,0.239179
chunk1_row307,2Pac,Bomb First My Second Reply,96,0.248681
chunk1_row308,Jadakiss,Death Wish,59,0.263266
chunk1_row311,The Notorious B.I.G.,I Love the Dough,95,0.280156
chunk1_row312,Canibus,Second Round K.O.,101,0.249423
chunk1_row313,Ghostface Killah,Shakey Dog,71,0.270943
chunk1_row317,The Notorious B.I.G.,Niggas Bleed,106,0.223184
chunk1_row319,Big Pun,Twinz Deep Cover 98,93,0.300806
chunk1_row325,2Pac,Got My Mind Made Up,117,0.258170
chunk1_row328,Method Man & Redman,How High,111,0.202981
chunk1_row332,2Pac,Hit Em Up,136,0.233694
chunk1_row335,Aesop Rock,Holy Smokes,68,0.195496
chunk1_row339,Lil Wayne,Drop the World,73,0.261523
chunk1_row342,Kool G. Rap & DJ Polo,Rikers Island,51,0.326885
chunk1_row343,JAY-Z,A Million and One Questions Remix,84,0.214020
chunk1_row344,JAY-Z,Beware Jay-Z Remix,83,0.259986
chunk1_row351,JAY-Z,The Dynasty Intro,43,0.208023
chunk1_row354,JAY-Z,Big Pimpin,129,0.217842
chunk1_row355,Lil Wayne,Swag Surf,67,0.255054
chunk1_row358,Big L,The Heist,82,0.290055
chunk1_row367,Lil Wayne,Im Single,82,0.306314
chunk1_row372,2Pac,Runnin Dying to Live,68,0.270673
chunk1_row373,The Notorious B.I.G.,Long Kiss Goodnight,131,0.312614
chunk1_row374,Common,Making a Name for Ourselves,106,0.306994
chunk1_row376,The Notorious B.I.G.,Who Shot Ya?,102,0.350034
chunk1_row377,JAY-Z,Girls Girls Girls,94,0.254014
chunk1_row381,2Pac,Me and My Girlfriend,122,0.272717
chunk1_row385,JAY-Z,Song Cry,87,0.290253
chunk1_row387,Kool G. Rap & DJ Polo,Talk Like Sex,134,0.274937
chunk1_row395,2Pac,2 Of Amerikaz Most Wanted,96,0.283739
chunk1_row397,Eminem,313,89,0.316470
chunk1_row399,Lil Wayne,Pussy Money Weed,78,0.242815
chunk1_row402,2Pac,Heartz Of Men,86,0.242797
chunk1_row403,2Pac,St. Ides Liquor Commercial 1993,21,0.207569
chunk1_row406,Lil Wayne,Revolver,82,0.260410
chunk1_row407,Lil Wayne,Hot Revolver,72,0.281943
chunk1_row408,Lil Wayne,Ready for the World,35,0.250006
chunk1_row417,JAY-Z,All Around the World,74,0.252024
chunk1_row424,DJ Muggs & GZA The Genius,Queens Gambit,61,0.272191
chunk1_row426,GZA,Cold World,83,0.282301
chunk1_row427,Lupe Fiasco,Conflict Diamonds,102,0.232559
chunk1_row428,Eminem,Eminem Freestyles on Tim Westwood | 2010,199,0.215715
chunk1_row432,JAY-Z,Soon Youll Understand,86,0.370839
chunk1_row434,Eminem,Quitter Everlast Diss,162,0.286004
chunk1_row435,Scarface,Smile,83,0.285805
chunk1_row439,Birdman & Lil Wayne,Stuntin Like My Daddy,96,0.250717
chunk1_row443,Eminem,Any Man Fucking Crazy,80,0.242042
chunk1_row444,Lil Wayne,Whip It Like a Slave,40,0.325172
chunk1_row448,DJ Jazzy Jeff,When to Stand Up,67,0.294372
chunk1_row454,Lupe Fiasco,Dumb It Down,95,0.221081
chunk1_row460,JAY-Z,U Dont Know Remix,82,0.247529
chunk1_row461,Lakim Shabazz,The Lost Tribe of Shabazz,70,0.158907
chunk1_row463,Slick Rick,Treat Her Like a Prostitute,67,0.349203
chunk1_row464,Ghostface Killah,Nutmeg,97,0.252969
chunk1_row465,Eminem,Till I Collapse,106,0.309164
chunk1_row467,Yasiin Bey,Mathematics,99,0.253844
chunk1_row469,The Notorious B.I.G.,Machine Gun Funk,60,0.272611
chunk1_row474,Eminem,Stay Wide Awake,90,0.285010
chunk1_row483,Nas,One Love,101,0.225210
chunk1_row484,Bun B,Pushin,67,0.230335
chunk1_row487,Eminem,Despicable,71,0.319527
chunk1_row492,Nas,Doo Rags,79,0.261863
chunk1_row493,Eminem,Not Afraid,102,0.278765
chunk1_row496,Lil Wayne,Cannon,125,0.235936
chunk1_row497,Jadakiss,All Falls Down,69,0.343202
chunk1_row502,Nas & Damian Marley,Strong Will Continue,124,0.300802
chunk1_row508,Lupe Fiasco,Superstar Remix,111,0.272982
chunk1_row511,eLZhi,Hands Up,88,0.288019
chunk1_row513,Nas,One Mic,78,0.269681
chunk1_row521,JAY-Z,99 Problems,77,0.277218
chunk1_row522,Nas,Nas Is Like,88,0.289678
chunk1_row523,Ghostface Killah,Run,67,0.235135
chunk1_row529,Eminem,No Love,120,0.292049
chunk1_row530,Eminem,The Real Slim Shady,108,0.311585
chunk1_row531,Eminem,Love the Way You Lie,76,0.331611
chunk1_row532,Eminem,Cold Wind Blows,105,0.314840
chunk1_row533,Lil Wayne,Watch My Shoes,94,0.204599
chunk1_row534,Eminem,Infinite,83,0.211707
chunk1_row538,Beanie Sigel,Beanie Mack Bitch,63,0.260700
chunk1_row539,Busta Rhymes,Arab Money Remix,114,0.259309
chunk1_row546,Eminem,Rock Bottom,79,0.337820
chunk1_row547,Eminem,Bad Meets Evil,87,0.252298
chunk1_row554,Eminem,Wont Back Down,108,0.292643
chunk1_row555,Eric B. & Rakim,Mahogany,76,0.330517
chunk1_row558,Eminem,If I Had,86,0.274078
chunk1_row560,Eminem,Almost Famous,99,0.255010
chunk1_row561,Eminem,Underground,126,0.280900
chunk1_row562,Lil Wayne,Live from 504,37,0.325670
chunk1_row563,Lil Wayne,Seat Down Low,59,0.273242
chunk1_row564,Lil Wayne,A Milli Mixtape Version,103,0.247915
chunk1_row566,Eminem,We Made You,104,0.298872
chunk1_row567,2Pac,Cant C Me,99,0.335998
chunk1_row568,Eminem,Beautiful,144,0.278244
chunk1_row569,Eminem,Jimmy Crack Corn,103,0.274155
chunk1_row570,Lil Wayne,Wasted,78,0.239274
chunk1_row572,Lil Wayne,Im So Over You,38,0.306957
chunk1_row576,Common,Resurrection,56,0.265571
chunk1_row577,Eminem,Criminal,131,0.297658
chunk1_row579,Lupe Fiasco,Hip-Hop Saved My Life,89,0.337364
chunk1_row580,Eminem,Seduction,94,0.303798
chunk1_row581,Eminem,Must Be the Ganja,80,0.285210
chunk1_row582,Eminem,W.T.P.,91,0.229477
chunk1_row583,Eminem,So Bad,111,0.270482
chunk1_row584,Eminem,Space Bound,67,0.286661
chunk1_row585,Eminem,25 to Life,73,0.324679
chunk1_row586,Eminem,Superman,145,0.330815
chunk1_row587,Eminem,On Fire,82,0.242369
chunk1_row589,2Pac,Whatz Ya Phone ,141,0.301097
chunk1_row590,2Pac,Dear Mama,80,0.291976
chunk1_row591,Method Man,All I Need Remix,86,0.290912
chunk1_row592,Eminem,Cinderella Man,97,0.306721
chunk1_row596,Eminem,Going Through Changes,86,0.250478
chunk1_row597,Eminem,Untitled,65,0.240191
chunk1_row599,Eminem,Youre Never Over,84,0.357350
chunk1_row616,Eminem,Just the Two of Us,88,0.280704
chunk1_row622,Masta Ace,Acknowledge,75,0.282132
chunk1_row627,Nas,What Goes Around,110,0.253475
chunk1_row628,Nas,Black President,106,0.279333
chunk1_row629,JAY-Z,Hola Hovito,77,0.272357
chunk1_row634,Eminem,Microphone Freestyle,48,0.211861
chunk1_row635,Eminem,3 a.m.,96,0.271647
chunk1_row636,Lil Wayne,Throw It In The Bag,84,0.298610
chunk1_row646,Nas,I Can,91,0.255977
chunk1_row650,Eminem,Session One,92,0.263073
chunk1_row651,Eminem,Cum on Everybody,61,0.263682
chunk1_row653,The Notorious B.I.G.,Things Done Changed,110,0.289423
chunk1_row654,Big Pun,Brave in the Heart,92,0.269592
chunk1_row656,Eminem,Old Times Sake,94,0.255820
chunk1_row660,"Royce da 5'9""",Boom,72,0.277199
chunk1_row663,Nas,Rewind,48,0.307999
chunk1_row666,Common,The Food,90,0.262545
chunk1_row667,The Notorious B.I.G.,Ready to Die,80,0.328072
chunk1_row670,2Pac,Still Ballin’ Nitty Remix,66,0.364528
chunk1_row672,Rakim,It’s Been a Long Time,66,0.279907
chunk1_row673,Eric B. & Rakim,Dont Sweat the Technique,52,0.310545
chunk1_row675,Eric B. & Rakim,Juice Know the Ledge,78,0.276993
chunk1_row676,Eric B. & Rakim,Microphone Fiend,67,0.310000
chunk1_row678,Nas,Got Ur Self a...,84,0.271795
chunk1_row681,Nas,Purple,68,0.265719
chunk1_row682,Lupe Fiasco,The Coolest,84,0.258172
chunk1_row688,"Royce da 5'9""",Im Me Freestyle,92,0.235233
chunk1_row694,Lil Wayne,One Way Trip,66,0.293853
chunk1_row699,JAY-Z,Off That,89,0.317063
chunk1_row706,Lil Wayne,I Cant Feel My Face,66,0.269492
chunk1_row712,Nas,Thiefs Theme,55,0.209224
chunk1_row715,Nas,Where Are They Now,47,0.295507
chunk1_row717,JAY-Z,Young Forever,62,0.250503
chunk1_row718,Eminem,Drug Ballad,118,0.339783
chunk1_row719,Eminem,Ridaz,92,0.291615
chunk1_row721,Big Daddy Kane,Last Night Episode,20,0.295361
chunk1_row722,JAY-Z,I Know,82,0.313601
chunk1_row724,The Notorious B.I.G.,Suicidal Thoughts,48,0.193175
chunk1_row727,2Pac,Picture Me Rollin,117,0.295119
chunk1_row728,Lil Wayne,Walk It Off,121,0.345951
chunk1_row730,Lil Wayne,Let the Beat Build,121,0.319779
chunk1_row733,Nas,Be A Nigger Too,54,0.269605
chunk1_row734,Nas,Represent,79,0.247363
chunk1_row741,2Pac,How Do U Want It,116,0.303716
chunk1_row742,Lupe Fiasco,Im Beamin,69,0.280272
chunk1_row743,Nas,N.Y. State of Mind Pt. II,81,0.254114
chunk1_row744,JAY-Z,Threat,94,0.248739
chunk1_row748,Canibus,Poet Laureate II,166,0.253350
chunk1_row749,JAY-Z,Change Clothes,78,0.304203
chunk1_row763,Common,Southside,89,0.170425
chunk1_row765,Nas,It Aint Hard to Tell,40,0.259863
chunk1_row766,Nas,Memory Lane Sittin in da Park,80,0.300977
chunk1_row767,Nas,One Time 4 Your Mind,74,0.276685
chunk1_row769,Masta Ace,Born to Roll,66,0.230448
chunk1_row771,Eminem,Like Toy Soldiers,86,0.253248
chunk1_row779,JAY-Z,Dead Presidents,66,0.286709
chunk1_row783,MF DOOM,Thats That,49,0.166692
chunk1_row784,2Pac,Against All Odds,104,0.230946
chunk1_row785,Eminem,As the World Turns,102,0.236805
chunk1_row787,Big Daddy Kane,Hold it Down,71,0.262277
chunk1_row788,Big Daddy Kane,La-La-Land,52,0.252886
chunk1_row789,Big Daddy Kane,Terra N Ya Era,65,0.213696
chunk1_row790,Big Daddy Kane,Do U Really Know?,92,0.260591
chunk1_row792,Big L,Deadly Combination,52,0.220398
chunk1_row794,JAY-Z,Never Change,80,0.335269
chunk1_row796,2Pac,Toss It Up,111,0.280383
chunk1_row797,Talib Kweli,Get By,81,0.337007
chunk1_row799,Ghostface Killah,Mighty Healthy,62,0.220429
chunk1_row801,Big L,Da Graveyard,130,0.275355
chunk1_row802,Lupe Fiasco,Sunshine,60,0.302166
chunk1_row804,JAY-Z,Lucifer,58,0.249658
chunk1_row806,JAY-Z,Dig a Hole,84,0.299448
chunk1_row811,JAY-Z,Blue Magic,83,0.265118
chunk1_row812,JAY-Z,On To The Next One,80,0.279835
chunk1_row815,Eminem,Insane,72,0.311195
chunk1_row817,Lil Wayne,Upgrade,79,0.287538
chunk1_row819,Kool G. Rap & DJ Polo,On the Run Untouchable,93,0.232725
chunk1_row822,2Pac,Ambitionz Az a Ridah,99,0.215518
chunk1_row824,JAY-Z,You Must Love Me,97,0.305792
chunk1_row827,Bun B,Put It Down,98,0.258400
chunk1_row834,JAY-Z,Lost One,69,0.272733
chunk1_row835,Big Daddy Kane,Uncut Pure,81,0.297320
chunk1_row837,Big Daddy Kane,Earth Wind  Fire,69,0.210800
chunk1_row838,Big Daddy Kane,Shame,75,0.261674
chunk1_row841,Common,Retrospect for Life,71,0.281407
chunk1_row843,Lupe Fiasco,The Die,97,0.229417
chunk1_row844,Lupe Fiasco,Pressure,77,0.323564
chunk1_row846,Aesop Rock,Catacomb Kids,83,0.289974
chunk1_row847,Eminem,Buffalo Bill,80,0.212448
chunk1_row848,Lupe Fiasco,Mean  Vicious,82,0.321316
chunk1_row850,Eminem,Without Me,103,0.291505
chunk1_row852,JAY-Z,Public Service Announcement,48,0.247751
chunk1_row853,Eminem,My Dads Gone Crazy,91,0.313154
chunk1_row855,JAY-Z,Encore,76,0.228791
chunk1_row860,Common,Chapter 13 Rich Man vs. Poor Man,117,0.299079
chunk1_row861,Lauryn Hill,Doo Wop That Thing,88,0.363504
chunk1_row862,Lupe Fiasco,The Instrumental,70,0.326010
chunk1_row863,Nas,Theifs Theme,60,0.229111
chunk1_row865,2Pac,Keep Ya Head Up,85,0.256465
chunk1_row867,Lil Wayne,Shooter,74,0.283691
chunk1_row875,Lil Wayne,Scarface,51,0.182909
chunk1_row876,2Pac,God Bless the Dead,70,0.252622
chunk1_row877,JAY-Z,Breathe Easy Lyrical Exercise,69,0.230894
chunk1_row881,Lakim Shabazz,Ladies,98,0.289279
chunk1_row882,Lupe Fiasco,Go Go Gadget Flow,96,0.360360
chunk1_row888,2Pac,Thug Passion,109,0.264074
chunk1_row889,Lupe Fiasco,That Funny Feeling,27,0.240558
chunk1_row892,"Royce da 5'9""",Malcolm X,125,0.281974
chunk1_row896,Eminem,My Darling,108,0.374389
chunk1_row904,Lupe Fiasco,Superstar,78,0.276598
chunk1_row908,Nas,Affirmative Action,91,0.243849
chunk1_row912,Nas,Hate Me Now,106,0.350903
chunk1_row913,Nas,Surviving The Times,76,0.289878
chunk1_row914,Eminem,Just Dont Give a Fuck,83,0.264614
chunk1_row915,Eminem,Still Don’t Give a Fuck,82,0.316946
chunk1_row916,Eminem,Bully,79,0.258819
chunk1_row917,2Pac,One Day at a Time Em’s Version,79,0.297709
chunk1_row921,Eminem,Cleanin Out My Closet,77,0.319237
chunk1_row925,eLZhi,Guessing Game,78,0.307168
chunk1_row927,Nas,Shoot Em Up,44,0.290429
chunk1_row930,Common,GO,56,0.231257
chunk1_row932,2Pac,Brendas Got a Baby,63,0.376307
chunk1_row933,MF DOOM,Deep Fried Frenz,99,0.310451
chunk1_row936,Eminem,Rain Man,110,0.222780
chunk1_row939,Lil Wayne,Right Above It,75,0.231600
chunk1_row945,Lakim Shabazz,Need Some Lovin,63,0.231892
chunk1_row947,Eazy-E,Real Muthaphuckkin Gs,121,0.307191
chunk1_row948,MF DOOM,Kookies,79,0.246329
chunk1_row949,Lil Wayne,Playing with Fire,74,0.219148
chunk1_row951,JAY-Z,Blueprint Momma Loves Me,55,0.276234
chunk1_row958,Eminem,I’m Back,106,0.324997
chunk1_row959,Eminem,8 Mile,116,0.256654
chunk1_row960,Eminem,Nail in the Coffin,98,0.271932
chunk1_row962,Nas,Queens Get the Money,41,0.243493
chunk1_row963,Lupe Fiasco,Real,63,0.553345
chunk1_row965,JAY-Z,Show Me What You Got,85,0.351732
chunk1_row966,JAY-Z,This Cant Be Life,92,0.233013
chunk1_row967,Eminem,Business,94,0.293402
chunk1_row971,Eminem,Medicine Ball,77,0.219413
chunk1_row977,Big L,Put It On,83,0.270589
chunk1_row980,The Notorious B.I.G.,Skys The Limit,116,0.278439
chunk1_row981,Lupe Fiasco,Yoga Flame,45,0.291447
chunk1_row988,Common,Hungry,53,0.225480
chunk1_row989,GZA,Liquid Swords,81,0.252374
chunk1_row990,Nas,Take It in Blood,114,0.254040
chunk1_row991,Nas,I Gave You Power,97,0.276707
chunk1_row992,Yasiin Bey,Ms. Fat Booty,90,0.256054
chunk1_row993,MF DOOM,Beef Rap,92,0.269118
chunk1_row996,Eminem,Ass Like That,85,0.196436
chunk1_row997,Lil Wayne,We Takin Over Remix,63,0.356711
chunk1_row1007,JAY-Z,Streets Is Watching,86,0.249042
chunk1_row1013,Method Man,Release Yo Delf,71,0.217718
chunk1_row1017,Nas,Street Dreams,115,0.280454
chunk1_row1024,Lil Wayne,Im A Go Getta,74,0.279409
chunk1_row1025,Lil Wayne,Get High Rule the World,85,0.240796
chunk1_row1041,Eminem,No Apologies,80,0.284353
chunk1_row1043,Bun B,Get Throwed,82,0.249914
chunk1_row1044,Lupe Fiasco,The Emperors Soundtrack,74,0.315550
chunk1_row1045,Lupe Fiasco,Say Something,77,0.258177
chunk1_row1046,Eminem,Sing for the Moment,85,0.258309
chunk1_row1047,Lil Wayne,Phone Home,58,0.255771
chunk1_row1052,Big L,American Dream,89,0.257923
chunk1_row1053,Lupe Fiasco,Put You On Game,49,0.262710
chunk1_row1054,Lupe Fiasco,The Cool,80,0.240045
chunk1_row1055,Lupe Fiasco,Gotta Eat,72,0.360473
chunk1_row1056,Lupe Fiasco,Streets on Fire,78,0.249723
chunk1_row1061,JAY-Z,Dirt Off Your Shoulder,68,0.200481
chunk1_row1062,Nas & Damian Marley,As We Enter,66,0.170284
chunk1_row1063,Lupe Fiasco,Paris Tokyo,92,0.249247
chunk1_row1065,Eminem,Bagpipes from Baghdad,101,0.187617
chunk1_row1066,Nas,Blunt Ashes,75,0.293356
chunk1_row1067,JAY-Z,The Prelude,50,0.265737
chunk1_row1068,Lil Wayne,Light Up Remix,32,0.352427
chunk1_row1077,Lil Wayne,BM J.R.,104,0.215615
chunk1_row1081,Lakim Shabazz,Style Wars,60,0.202957
chunk1_row1085,2Pac,Young Black Male,67,0.239254
chunk1_row1086,Lil Wayne,My Weezy,90,0.241754
chunk1_row1087,Eminem,You Don’t Know,92,0.346428
chunk1_row1089,Lupe Fiasco,Hi-Definition,63,0.256647
chunk1_row1094,JAY-Z,Reminder,72,0.290680
chunk1_row1101,Big Pun,The Dream Shatterer,78,0.232864
chunk1_row1104,Nas,Last Real Nigga Alive,108,0.270651
chunk1_row1105,Lil Wayne,Banned from T.V.,63,0.241666
chunk1_row1107,Eminem,Music Box,80,0.247391
chunk1_row1108,Lupe Fiasco,Daydreamin,66,0.309982
chunk1_row1115,Lupe Fiasco,Shining Down,65,0.256160
chunk1_row1116,Lupe Fiasco,Lupe the Killer,62,0.170034
chunk1_row1121,Eminem,I’m Shady,66,0.280907
chunk1_row1122,Lupe Fiasco,Go to Sleep,86,0.351734
chunk1_row1123,Lupe Fiasco,Hello/Goodbye Uncool,64,0.260429
chunk1_row1124,Lupe Fiasco,Failure,120,0.251183
chunk1_row1129,"Royce da 5'9""",I Promise,73,0.351470
chunk1_row1137,Big L,8 Iz Enuff,115,0.235980
chunk1_row1139,Lupe Fiasco,National Anthem,71,0.276049
chunk1_row1140,Lupe Fiasco,So Ghetto,22,0.255533
chunk1_row1143,Lupe Fiasco,Thank You,35,0.249459
chunk1_row1144,Lupe Fiasco,The One,20,0.213296
chunk1_row1149,2Pac,Military Minds,118,0.252402
chunk1_row1150,Lupe Fiasco,Just Might Be OK,63,0.169865
chunk1_row1151,Lupe Fiasco,Kick Push,92,0.248830
chunk1_row1152,Lupe Fiasco,I Gotcha,84,0.224105
chunk1_row1153,Lupe Fiasco,He Say She Say,81,0.262125
chunk1_row1156,Lupe Fiasco,American Terrorist,79,0.258324
chunk1_row1157,Lupe Fiasco,Kick Push II,71,0.268437
chunk1_row1158,Lupe Fiasco,Carrera  Lu,78,0.220694
chunk1_row1159,Lupe Fiasco,Tilted,65,0.286259
