song_id,artist,title,num_bars
chunk1_row335,Aesop Rock,Holy Smokes,68
chunk1_row339,Lil Wayne,Drop the World,73
chunk1_row342,Kool G. Rap & DJ Polo,Rikers Island,51
chunk1_row343,JAY-Z,A Million and One Questions Remix,84
chunk1_row344,JAY-Z,Beware Jay-Z Remix,83
chunk1_row351,JAY-Z,The Dynasty Intro,43
chunk1_row354,JAY-Z,Big Pimpin,129
chunk1_row355,Lil Wayne,Swag Surf,67
chunk1_row358,Big L,The Heist,82
chunk1_row367,Lil Wayne,Im Single,82
chunk1_row372,2Pac,Runnin Dying to Live,68
chunk1_row373,The Notorious B.I.G.,Long Kiss Goodnight,131
chunk1_row374,Common,Making a Name for Ourselves,106
chunk1_row376,The Notorious B.I.G.,Who Shot Ya?,102
chunk1_row377,JAY-Z,Girls Girls Girls,94
chunk1_row381,2Pac,Me and My Girlfriend,122
chunk1_row385,JAY-Z,Song Cry,87
chunk1_row387,Kool G. Rap & DJ Polo,Talk Like Sex,134
chunk1_row395,2Pac,2 Of Amerikaz Most Wanted,96
chunk1_row397,Eminem,313,89
chunk1_row399,Lil Wayne,Pussy Money Weed,78
chunk1_row402,2Pac,Heartz Of Men,86
chunk1_row403,2Pac,St. Ides Liquor Commercial 1993,21
chunk1_row406,Lil Wayne,Revolver,82
chunk1_row407,Lil Wayne,Hot Revolver,72
chunk1_row408,Lil Wayne,Ready for the World,35
chunk1_row417,JAY-Z,All Around the World,74
chunk1_row424,DJ Muggs & GZA The Genius,Queens Gambit,61
chunk1_row426,GZA,Cold World,83
chunk1_row427,Lupe Fiasco,Conflict Diamonds,102
chunk1_row428,Eminem,Eminem Freestyles on Tim Westwood | 2010,199
chunk1_row432,JAY-Z,Soon Youll Understand,86
chunk1_row434,Eminem,Quitter Everlast Diss,162
chunk1_row435,Scarface,Smile,83
chunk1_row439,Birdman & Lil Wayne,Stuntin Like My Daddy,96
chunk1_row443,Eminem,Any Man Fucking Crazy,80
chunk1_row444,Lil Wayne,Whip It Like a Slave,40
chunk1_row448,DJ Jazzy Jeff,When to Stand Up,67
chunk1_row454,Lupe Fiasco,Dumb It Down,95
chunk1_row460,JAY-Z,U Dont Know Remix,82
chunk1_row461,Lakim Shabazz,The Lost Tribe of Shabazz,70
chunk1_row463,Slick Rick,Treat Her Like a Prostitute,67
chunk1_row464,Ghostface Killah,Nutmeg,97
chunk1_row465,Eminem,Till I Collapse,106
chunk1_row467,Yasiin Bey,Mathematics,99
chunk1_row469,The Notorious B.I.G.,Machine Gun Funk,60
chunk1_row474,Eminem,Stay Wide Awake,90
chunk1_row483,Nas,One Love,101
chunk1_row484,Bun B,Pushin,67
chunk1_row487,Eminem,Despicable,71
chunk1_row492,Nas,Doo Rags,79
chunk1_row493,Eminem,Not Afraid,102
chunk1_row496,Lil Wayne,Cannon,125
chunk1_row497,Jadakiss,All Falls Down,69
chunk1_row502,Nas & Damian Marley,Strong Will Continue,124
chunk1_row508,Lupe Fiasco,Superstar Remix,111
chunk1_row511,eLZhi,Hands Up,88
chunk1_row513,Nas,One Mic,78
chunk1_row521,JAY-Z,99 Problems,77
chunk1_row522,Nas,Nas Is Like,88
chunk1_row523,Ghostface Killah,Run,67
chunk1_row529,Eminem,No Love,120
chunk1_row530,Eminem,The Real Slim Shady,108
chunk1_row531,Eminem,Love the Way You Lie,76
chunk1_row532,Eminem,Cold Wind Blows,105
chunk1_row533,Lil Wayne,Watch My Shoes,94
chunk1_row534,Eminem,Infinite,83
chunk1_row538,Beanie Sigel,Beanie Mack Bitch,63
chunk1_row539,Busta Rhymes,Arab Money Remix,114
chunk1_row546,Eminem,Rock Bottom,79
chunk1_row547,Eminem,Bad Meets Evil,87
chunk1_row554,Eminem,Wont Back Down,108
chunk1_row555,Eric B. & Rakim,Mahogany,76
chunk1_row558,Eminem,If I Had,86
chunk1_row560,Eminem,Almost Famous,99
chunk1_row561,Eminem,Underground,126
chunk1_row562,Lil Wayne,Live from 504,37
chunk1_row563,Lil Wayne,Seat Down Low,59
chunk1_row564,Lil Wayne,A Milli Mixtape Version,103
chunk1_row566,Eminem,We Made You,104
chunk1_row567,2Pac,Cant C Me,99
chunk1_row568,Eminem,Beautiful,144
chunk1_row569,Eminem,Jimmy Crack Corn,103
chunk1_row570,Lil Wayne,Wasted,78
chunk1_row572,Lil Wayne,Im So Over You,38
chunk1_row576,Common,Resurrection,56
chunk1_row577,Eminem,Criminal,131
chunk1_row579,Lupe Fiasco,Hip-Hop Saved My Life,89
chunk1_row580,Eminem,Seduction,94
chunk1_row581,Eminem,Must Be the Ganja,80
chunk1_row582,Eminem,W.T.P.,91
chunk1_row583,Eminem,So Bad,111
chunk1_row584,Eminem,Space Bound,67
chunk1_row585,Eminem,25 to Life,73
chunk1_row586,Eminem,Superman,145
chunk1_row587,Eminem,On Fire,82
chunk1_row589,2Pac,Whatz Ya Phone ,141
chunk1_row590,2Pac,Dear Mama,80
chunk1_row591,Method Man,All I Need Remix,86
chunk1_row592,Eminem,Cinderella Man,97
chunk1_row596,Eminem,Going Through Changes,86
chunk1_row597,Eminem,Untitled,65
chunk1_row599,Eminem,Youre Never Over,84
chunk1_row616,Eminem,Just the Two of Us,88
chunk1_row622,Masta Ace,Acknowledge,75
chunk1_row627,Nas,What Goes Around,110
chunk1_row628,Nas,Black President,106
chunk1_row629,JAY-Z,Hola Hovito,77
chunk1_row634,Eminem,Microphone Freestyle,48
chunk1_row635,Eminem,3 a.m.,96
chunk1_row636,Lil Wayne,Throw It In The Bag,84
chunk1_row646,Nas,I Can,91
chunk1_row650,Eminem,Session One,92
chunk1_row651,Eminem,Cum on Everybody,61
chunk1_row653,The Notorious B.I.G.,Things Done Changed,110
chunk1_row654,Big Pun,Brave in the Heart,92
chunk1_row656,Eminem,Old Times Sake,94
chunk1_row660,"Royce da 5'9""",Boom,72
chunk1_row663,Nas,Rewind,48
chunk1_row666,Common,The Food,90
chunk1_row667,The Notorious B.I.G.,Ready to Die,80
chunk1_row670,2Pac,Still Ballin’ Nitty Remix,66
chunk1_row672,Rakim,It’s Been a Long Time,66
chunk1_row673,Eric B. & Rakim,Dont Sweat the Technique,52
chunk1_row675,Eric B. & Rakim,Juice Know the Ledge,78
chunk1_row676,Eric B. & Rakim,Microphone Fiend,67
chunk1_row678,Nas,Got Ur Self a...,84
chunk1_row681,Nas,Purple,68
chunk1_row682,Lupe Fiasco,The Coolest,84
chunk1_row688,"Royce da 5'9""",Im Me Freestyle,92
chunk1_row694,Lil Wayne,One Way Trip,66
chunk1_row699,JAY-Z,Off That,89
chunk1_row706,Lil Wayne,I Cant Feel My Face,66
chunk1_row712,Nas,Thiefs Theme,55
chunk1_row715,Nas,Where Are They Now,47
chunk1_row717,JAY-Z,Young Forever,62
chunk1_row718,Eminem,Drug Ballad,118
chunk1_row719,Eminem,Ridaz,92
chunk1_row721,Big Daddy Kane,Last Night Episode,20
chunk1_row722,JAY-Z,I Know,82
chunk1_row724,The Notorious B.I.G.,Suicidal Thoughts,48
chunk1_row727,2Pac,Picture Me Rollin,117
chunk1_row728,Lil Wayne,Walk It Off,121
chunk1_row730,Lil Wayne,Let the Beat Build,121
chunk1_row733,Nas,Be A Nigger Too,54
chunk1_row734,Nas,Represent,79
chunk1_row741,2Pac,How Do U Want It,116
chunk1_row742,Lupe Fiasco,Im Beamin,69
chunk1_row743,Nas,N.Y. State of Mind Pt. II,81
chunk1_row744,JAY-Z,Threat,94
chunk1_row748,Canibus,Poet Laureate II,166
chunk1_row749,JAY-Z,Change Clothes,78
chunk1_row763,Common,Southside,89
chunk1_row765,Nas,It Aint Hard to Tell,40
chunk1_row766,Nas,Memory Lane Sittin in da Park,80
chunk1_row767,Nas,One Time 4 Your Mind,74
chunk1_row769,Masta Ace,Born to Roll,66
chunk1_row771,Eminem,Like Toy Soldiers,86
chunk1_row779,JAY-Z,Dead Presidents,66
chunk1_row783,MF DOOM,Thats That,49
chunk1_row784,2Pac,Against All Odds,104
chunk1_row785,Eminem,As the World Turns,102
chunk1_row787,Big Daddy Kane,Hold it Down,71
chunk1_row788,Big Daddy Kane,La-La-Land,52
chunk1_row789,Big Daddy Kane,Terra N Ya Era,65
chunk1_row790,Big Daddy Kane,Do U Really Know?,92
chunk1_row792,Big L,Deadly Combination,52
chunk1_row794,JAY-Z,Never Change,80
chunk1_row796,2Pac,Toss It Up,111
chunk1_row797,Talib Kweli,Get By,81
chunk1_row799,Ghostface Killah,Mighty Healthy,62
chunk1_row801,Big L,Da Graveyard,130
chunk1_row802,Lupe Fiasco,Sunshine,60
chunk1_row804,JAY-Z,Lucifer,58
chunk1_row806,JAY-Z,Dig a Hole,84
chunk1_row811,JAY-Z,Blue Magic,83
chunk1_row812,JAY-Z,On To The Next One,80
chunk1_row815,Eminem,Insane,72
chunk1_row817,Lil Wayne,Upgrade,79
chunk1_row819,Kool G. Rap & DJ Polo,On the Run Untouchable,93
chunk1_row822,2Pac,Ambitionz Az a Ridah,99
chunk1_row824,JAY-Z,You Must Love Me,97
chunk1_row827,Bun B,Put It Down,98
chunk1_row834,JAY-Z,Lost One,69
chunk1_row835,Big Daddy Kane,Uncut Pure,81
chunk1_row837,Big Daddy Kane,Earth Wind  Fire,69
chunk1_row838,Big Daddy Kane,Shame,75
chunk1_row841,Common,Retrospect for Life,71
chunk1_row843,Lupe Fiasco,The Die,97
chunk1_row844,Lupe Fiasco,Pressure,77
chunk1_row846,Aesop Rock,Catacomb Kids,83
chunk1_row847,Eminem,Buffalo Bill,80
chunk1_row848,Lupe Fiasco,Mean  Vicious,82
chunk1_row850,Eminem,Without Me,103
chunk1_row852,JAY-Z,Public Service Announcement,48
chunk1_row853,Eminem,My Dads Gone Crazy,91
chunk1_row855,JAY-Z,Encore,76
chunk1_row860,Common,Chapter 13 Rich Man vs. Poor Man,117
chunk1_row861,Lauryn Hill,Doo Wop That Thing,88
chunk1_row862,Lupe Fiasco,The Instrumental,70
chunk1_row863,Nas,Theifs Theme,60
chunk1_row865,2Pac,Keep Ya Head Up,85
chunk1_row867,Lil Wayne,Shooter,74
chunk1_row875,Lil Wayne,Scarface,51
chunk1_row876,2Pac,God Bless the Dead,70
chunk1_row877,JAY-Z,Breathe Easy Lyrical Exercise,69
chunk1_row881,Lakim Shabazz,Ladies,98
chunk1_row882,Lupe Fiasco,Go Go Gadget Flow,96
chunk1_row888,2Pac,Thug Passion,109
chunk1_row889,Lupe Fiasco,That Funny Feeling,27
chunk1_row892,"Royce da 5'9""",Malcolm X,125
chunk1_row896,Eminem,My Darling,108
chunk1_row904,Lupe Fiasco,Superstar,78
chunk1_row908,Nas,Affirmative Action,91
chunk1_row912,Nas,Hate Me Now,106
chunk1_row913,Nas,Surviving The Times,76
chunk1_row914,Eminem,Just Dont Give a Fuck,83
chunk1_row915,Eminem,Still Don’t Give a Fuck,82
chunk1_row916,Eminem,Bully,79
chunk1_row917,2Pac,One Day at a Time Em’s Version,79
chunk1_row921,Eminem,Cleanin Out My Closet,77
chunk1_row925,eLZhi,Guessing Game,78
chunk1_row927,Nas,Shoot Em Up,44
chunk1_row930,Common,GO,56
chunk1_row932,2Pac,Brendas Got a Baby,63
chunk1_row933,MF DOOM,Deep Fried Frenz,99
chunk1_row936,Eminem,Rain Man,110
chunk1_row939,Lil Wayne,Right Above It,75
chunk1_row945,Lakim Shabazz,Need Some Lovin,63
chunk1_row947,Eazy-E,Real Muthaphuckkin Gs,121
chunk1_row948,MF DOOM,Kookies,79
chunk1_row949,Lil Wayne,Playing with Fire,74
chunk1_row951,JAY-Z,Blueprint Momma Loves Me,55
chunk1_row958,Eminem,I’m Back,106
chunk1_row959,Eminem,8 Mile,116
chunk1_row960,Eminem,Nail in the Coffin,98
chunk1_row962,Nas,Queens Get the Money,41
chunk1_row963,Lupe Fiasco,Real,63
chunk1_row965,JAY-Z,Show Me What You Got,85
chunk1_row966,JAY-Z,This Cant Be Life,92
chunk1_row967,Eminem,Business,94
chunk1_row971,Eminem,Medicine Ball,77
chunk1_row977,Big L,Put It On,83
chunk1_row980,The Notorious B.I.G.,Skys The Limit,116
chunk1_row981,Lupe Fiasco,Yoga Flame,45
chunk1_row988,Common,Hungry,53
chunk1_row989,GZA,Liquid Swords,81
chunk1_row990,Nas,Take It in Blood,114
chunk1_row991,Nas,I Gave You Power,97
chunk1_row992,Yasiin Bey,Ms. Fat Booty,90
chunk1_row993,MF DOOM,Beef Rap,92
chunk1_row996,Eminem,Ass Like That,85
chunk1_row997,Lil Wayne,We Takin Over Remix,63
chunk1_row1007,JAY-Z,Streets Is Watching,86
chunk1_row1013,Method Man,Release Yo Delf,71
chunk1_row1017,Nas,Street Dreams,115
chunk1_row1024,Lil Wayne,Im A Go Getta,74
chunk1_row1025,Lil Wayne,Get High Rule the World,85
chunk1_row1041,Eminem,No Apologies,80
chunk1_row1043,Bun B,Get Throwed,82
chunk1_row1044,Lupe Fiasco,The Emperors Soundtrack,74
chunk1_row1045,Lupe Fiasco,Say Something,77
chunk1_row1046,Eminem,Sing for the Moment,85
chunk1_row1047,Lil Wayne,Phone Home,58
chunk1_row1052,Big L,American Dream,89
chunk1_row1053,Lupe Fiasco,Put You On Game,49
chunk1_row1054,Lupe Fiasco,The Cool,80
chunk1_row1055,Lupe Fiasco,Gotta Eat,72
chunk1_row1056,Lupe Fiasco,Streets on Fire,78
chunk1_row1061,JAY-Z,Dirt Off Your Shoulder,68
chunk1_row1062,Nas & Damian Marley,As We Enter,66
chunk1_row1063,Lupe Fiasco,Paris Tokyo,92
chunk1_row1065,Eminem,Bagpipes from Baghdad,101
chunk1_row1066,Nas,Blunt Ashes,75
chunk1_row1067,JAY-Z,The Prelude,50
chunk1_row1068,Lil Wayne,Light Up Remix,32
chunk1_row1077,Lil Wayne,BM J.R.,104
chunk1_row1081,Lakim Shabazz,Style Wars,60
chunk1_row1085,2Pac,Young Black Male,67
chunk1_row1086,Lil Wayne,My Weezy,90
chunk1_row1087,Eminem,You Don’t Know,92
chunk1_row1089,Lupe Fiasco,Hi-Definition,63
chunk1_row1094,JAY-Z,Reminder,72
chunk1_row1101,Big Pun,The Dream Shatterer,78
chunk1_row1104,Nas,Last Real Nigga Alive,108
chunk1_row1105,Lil Wayne,Banned from T.V.,63
chunk1_row1107,Eminem,Music Box,80
chunk1_row1108,Lupe Fiasco,Daydreamin,66
chunk1_row1115,Lupe Fiasco,Shining Down,65
chunk1_row1116,Lupe Fiasco,Lupe the Killer,62
chunk1_row1121,Eminem,I’m Shady,66
chunk1_row1122,Lupe Fiasco,Go to Sleep,86
chunk1_row1123,Lupe Fiasco,Hello/Goodbye Uncool,64
chunk1_row1124,Lupe Fiasco,Failure,120
chunk1_row1129,"Royce da 5'9""",I Promise,73
chunk1_row1137,Big L,8 Iz Enuff,115
chunk1_row1139,Lupe Fiasco,National Anthem,71
chunk1_row1140,Lupe Fiasco,So Ghetto,22
chunk1_row1143,Lupe Fiasco,Thank You,35
chunk1_row1144,Lupe Fiasco,The One,20
chunk1_row1149,2Pac,Military Minds,118
chunk1_row1150,Lupe Fiasco,Just Might Be OK,63
chunk1_row1151,Lupe Fiasco,Kick Push,92
chunk1_row1152,Lupe Fiasco,I Gotcha,84
chunk1_row1153,Lupe Fiasco,He Say She Say,81
chunk1_row1156,Lupe Fiasco,American Terrorist,79
chunk1_row1157,Lupe Fiasco,Kick Push II,71
chunk1_row1158,Lupe Fiasco,Carrera  Lu,78
chunk1_row1159,Lupe Fiasco,Tilted,65
chunk1_row1160,Lupe Fiasco,And He Gets the Girl,80
chunk1_row1161,Lupe Fiasco,Theme Music to a Drive-By,60
chunk1_row1162,Common,The Bitch in Yoo,66
chunk1_row1164,Big L,Casualties of a Dice Game,76
chunk1_row1166,Lakim Shabazz,Notes of Def,66
chunk1_row1167,Lakim Shabazz,The Voice of Power,68
chunk1_row1170,The Notorious B.I.G.,Somebodys Gotta Die,103
chunk1_row1172,Lil Wayne,Sweet Dreams,86
chunk1_row1184,Scarface,In Between Us,66
chunk1_row1186,Eminem,Just Lose It,98
chunk1_row1187,Lil Wayne,Hustler Musik,106
chunk1_row1189,The Notorious B.I.G.,Respect,103
chunk1_row1191,Eazy-E,Nobody Move,91
chunk1_row1196,The Notorious B.I.G.,Unbelievable,94
chunk1_row1197,Eminem,My 1st Single,111
chunk1_row1199,The Notorious B.I.G.,Let Me Get Down,72
chunk1_row1212,Eminem,The Way I Am,95
chunk1_row1215,GZA,Paper Plate,55
chunk1_row1217,Eminem,Hailies Song,79
chunk1_row1218,Eminem,Brain Damage,96
chunk1_row1219,JAY-Z,Grammy Family Freestyle,94
chunk1_row1231,2Pac,When Thugz Cry,86
chunk1_row1236,Masta Ace,Last Bref,55
chunk1_row1241,Eric B. & Rakim,Run for Cover,74
chunk1_row1242,Eric B. & Rakim,Follow the Leader,108
chunk1_row1243,Lil Wayne,Shoot Me Down,67
chunk1_row1247,Lil Wayne,New Cash Money,99
chunk1_row1248,Lil Wayne,Feel Me,89
chunk1_row1249,Lil Wayne,Got Money,83
chunk1_row1250,JAY-Z,La-La-La Excuse Me Miss Again,81
chunk1_row1251,Birdman & Lil Wayne,Brown Paper Bag,46
chunk1_row1255,Eminem,When Im Gone,93
chunk1_row1258,MF DOOM,One Beer,78
chunk1_row1264,MF DOOM,Doomsday,80
chunk1_row1265,Lil Wayne,New Orleans Maniac,67
chunk1_row1268,Lil Wayne,Prom Queen,44
chunk1_row1269,Lil Wayne,Yes,83
chunk1_row1274,Nas,Revolutionary Warfare,72
chunk1_row1278,Common,The Light,79
chunk1_row1279,JAY-Z,In My Lifetime Remix,83
chunk1_row1281,Canibus,Mic Club Outro,25
chunk1_row1290,Canibus,Master Thesis,86
chunk1_row1291,Canibus,Poet Laureate,102
chunk1_row1292,Canibus,Liberal Arts,89
chunk1_row1293,Canibus,Canibus Man,66
chunk1_row1294,Nas,Warrior Song,79
chunk1_row1295,NB Ridaz,Pretty Girl Something Remix Alternate Version,84
chunk1_row1298,Lil Wayne,Oh Let’s Do It,66
chunk1_row1300,Eminem,Rabbit Run,70
chunk1_row1302,JAY-Z,No Hook,47
chunk1_row1303,Yasiin Bey,Body Rock,115
chunk1_row1308,Big L,Now or Never,54
chunk1_row1310,2Pac,Starin Through My Rear View,96
chunk1_row1315,JAY-Z,BK Anthem,52
chunk1_row1317,Eminem,Same Song  Dance,111
chunk1_row1318,Eminem,Remember Me?,70
chunk1_row1319,Nas,Hip Hop Is Dead,85
chunk1_row1334,Eminem,Crazy In Love,79
chunk1_row1341,JAY-Z,44 Fours,31
chunk1_row1347,Eminem,Crack a Bottle,93
chunk1_row1354,Lil Wayne,I Am Not a Human Being,77
chunk1_row1355,Lupe Fiasco,Dear Fall,58
chunk1_row1364,Nas,Money Over Bullshit,80
chunk1_row1365,Lil Wayne,Gonorrhea,82
chunk1_row1367,JAY-Z,Excuse Me Miss,97
chunk1_row1378,Nas,No Idea’s Original,56
chunk1_row1386,Lil Wayne,With You,66
chunk1_row1387,Lil Wayne,Bill Gates,62
chunk1_row1391,Pharoahe Monch,Desire,60
chunk1_row1393,Eminem,Till Hell Freezes Over,52
chunk1_row1394,Earl Sweatshirt,Couch,55
chunk1_row1395,Earl Sweatshirt,Earl,52
chunk1_row1398,Eminem,Guilty Conscience,81
chunk1_row1400,Eminem,Square Dance,96
chunk1_row1403,Aesop Rock,None Shall Pass,71
chunk1_row1407,Lupe Fiasco,A Bathing Harry,23
chunk1_row1411,Lil Wayne,I Gotta Feeling,57
chunk1_row1413,Lupe Fiasco,Muhammad Walks,71
chunk1_row1418,Eminem,Hellbound,86
chunk1_row1419,Eminem,Murder Murder,88
chunk1_row1422,2Pac,Blasphemy,107
chunk1_row1426,Bun B,Its Been A Pleasure,50
chunk1_row1428,Eminem,Kim,90
chunk1_row1431,Slick Rick,Childrens Story,73
chunk1_row1433,Talib Kweli,Ms. Hill,80
chunk1_row1441,Eminem,The Warning,79
chunk1_row1443,Lil Wayne,What’s Wrong With Them,70
chunk1_row1445,Pharoahe Monch,Simon Says,58
